player_id,offer
1,default_offer
2,default_offer
3,default_offer
4,default_offer
5,default_offer
6,default_offer
7,default_offer
8,default_offer
9,default_offer
10,default_offer
11,default_offer
12,default_offer
13,default_offer
14,default_offer
15,default_offer
16,default_offer
17,default_offer
18,default_offer
19,default_offer
20,default_offer
21,default_offer
22,default_offer
23,default_offer
24,default_offer
25,default_offer
26,default_offer
27,default_offer
28,default_offer
29,default_offer
30,default_offer
31,default_offer
32,default_offer
33,default_offer
34,default_offer
35,default_offer
36,default_offer
37,default_offer
38,default_offer
39,default_offer
40,default_offer
41,default_offer
42,default_offer
43,default_offer
44,default_offer
45,default_offer
46,default_offer
47,default_offer
48,default_offer
49,default_offer
50,default_offer
51,default_offer
52,default_offer
53,default_offer
54,default_offer
55,default_offer
56,default_offer
57,default_offer
58,default_offer
59,default_offer
60,default_offer
61,default_offer
62,default_offer
63,default_offer
64,default_offer
65,default_offer
66,default_offer
67,default_offer
68,default_offer
69,default_offer
70,default_offer
71,default_offer
72,default_offer
73,default_offer
74,default_offer
75,default_offer
76,default_offer
77,default_offer
78,default_offer
79,default_offer
80,default_offer
81,default_offer
82,default_offer
83,default_offer
84,default_offer
85,default_offer
86,default_offer
87,default_offer
88,default_offer
89,default_offer
90,default_offer
91,default_offer
92,default_offer
93,default_offer
94,default_offer
95,default_offer
96,default_offer
97,default_offer
98,default_offer
99,default_offer
100,default_offer
101,default_offer
102,default_offer
103,default_offer
104,default_offer
105,default_offer
106,default_offer
107,default_offer
108,default_offer
109,default_offer
110,default_offer
111,default_offer
112,default_offer
113,default_offer
114,default_offer
115,default_offer
116,default_offer
117,default_offer
118,default_offer
119,default_offer
120,default_offer
121,default_offer
122,default_offer
123,default_offer
124,default_offer
125,default_offer
126,default_offer
127,default_offer
128,default_offer
129,default_offer
130,default_offer
131,default_offer
132,default_offer
133,default_offer
134,default_offer
135,default_offer
136,default_offer
137,default_offer
138,default_offer
139,default_offer
140,default_offer
141,default_offer
142,default_offer
143,default_offer
144,default_offer
145,default_offer
146,default_offer
147,default_offer
148,default_offer
149,default_offer
150,default_offer
151,default_offer
152,default_offer
153,default_offer
154,default_offer
155,default_offer
156,default_offer
157,default_offer
158,default_offer
159,default_offer
160,default_offer
161,default_offer
162,default_offer
163,default_offer
164,default_offer
165,default_offer
166,default_offer
167,default_offer
168,default_offer
169,default_offer
170,default_offer
171,default_offer
172,default_offer
173,default_offer
174,default_offer
175,default_offer
176,default_offer
177,default_offer
178,default_offer
179,default_offer
180,default_offer
181,default_offer
182,default_offer
183,default_offer
184,default_offer
185,default_offer
186,default_offer
187,default_offer
188,default_offer
189,default_offer
190,default_offer
191,default_offer
192,default_offer
193,default_offer
194,default_offer
195,default_offer
196,default_offer
197,default_offer
198,default_offer
199,default_offer
200,default_offer
201,default_offer
202,default_offer
203,default_offer
204,default_offer
205,default_offer
206,default_offer
207,default_offer
208,default_offer
209,default_offer
210,default_offer
211,default_offer
212,default_offer
213,default_offer
214,default_offer
215,default_offer
216,default_offer
217,default_offer
218,default_offer
219,default_offer
220,default_offer
221,default_offer
222,default_offer
223,default_offer
224,default_offer
225,default_offer
226,default_offer
227,default_offer
228,default_offer
229,default_offer
230,default_offer
231,default_offer
232,default_offer
233,default_offer
234,default_offer
235,default_offer
236,default_offer
237,default_offer
238,default_offer
239,default_offer
240,default_offer
241,default_offer
242,default_offer
243,default_offer
244,default_offer
245,default_offer
246,default_offer
247,default_offer
248,default_offer
249,default_offer
250,default_offer
251,default_offer
252,default_offer
253,default_offer
254,default_offer
255,default_offer
256,default_offer
257,default_offer
258,default_offer
259,default_offer
260,default_offer
261,default_offer
262,default_offer
263,default_offer
264,default_offer
265,default_offer
266,default_offer
267,default_offer
268,default_offer
269,default_offer
270,default_offer
271,default_offer
272,default_offer
273,default_offer
274,default_offer
275,default_offer
276,default_offer
277,default_offer
278,default_offer
279,default_offer
280,default_offer
281,default_offer
282,default_offer
283,default_offer
284,default_offer
285,default_offer
286,default_offer
287,default_offer
288,default_offer
289,default_offer
290,default_offer
291,default_offer
292,default_offer
293,default_offer
294,default_offer
295,default_offer
296,default_offer
297,default_offer
298,default_offer
299,default_offer
300,default_offer
301,default_offer
302,default_offer
303,default_offer
304,default_offer
305,default_offer
306,default_offer
307,default_offer
308,default_offer
309,default_offer
310,default_offer
311,default_offer
312,default_offer
313,default_offer
314,default_offer
315,default_offer
316,default_offer
317,default_offer
318,default_offer
319,default_offer
320,default_offer
321,default_offer
322,default_offer
323,default_offer
324,default_offer
325,default_offer
326,default_offer
327,default_offer
328,default_offer
329,default_offer
330,default_offer
331,default_offer
332,default_offer
333,default_offer
334,default_offer
335,default_offer
336,default_offer
337,default_offer
338,default_offer
339,default_offer
340,default_offer
341,default_offer
342,default_offer
343,default_offer
344,default_offer
345,default_offer
346,default_offer
347,default_offer
348,default_offer
349,default_offer
350,default_offer
351,default_offer
352,default_offer
353,default_offer
354,default_offer
355,default_offer
356,default_offer
357,default_offer
358,default_offer
359,default_offer
360,default_offer
361,default_offer
362,default_offer
363,default_offer
364,default_offer
365,default_offer
366,default_offer
367,default_offer
368,default_offer
369,default_offer
370,default_offer
371,default_offer
372,default_offer
373,default_offer
374,default_offer
375,default_offer
376,default_offer
377,default_offer
378,default_offer
379,default_offer
380,default_offer
381,default_offer
382,default_offer
383,default_offer
384,default_offer
385,default_offer
386,default_offer
387,default_offer
388,default_offer
389,default_offer
390,default_offer
391,default_offer
392,default_offer
393,default_offer
394,default_offer
395,default_offer
396,default_offer
397,default_offer
398,default_offer
399,default_offer
400,default_offer
401,default_offer
402,default_offer
403,default_offer
404,default_offer
405,default_offer
406,default_offer
407,default_offer
408,default_offer
409,default_offer
410,default_offer
411,default_offer
412,default_offer
413,default_offer
414,default_offer
415,default_offer
416,default_offer
417,default_offer
418,default_offer
419,default_offer
420,default_offer
421,default_offer
422,default_offer
423,default_offer
424,default_offer
425,default_offer
426,default_offer
427,default_offer
428,default_offer
429,default_offer
430,default_offer
431,default_offer
432,default_offer
433,default_offer
434,default_offer
435,default_offer
436,default_offer
437,default_offer
438,default_offer
439,default_offer
440,default_offer
441,default_offer
442,default_offer
443,default_offer
444,default_offer
445,default_offer
446,default_offer
447,default_offer
448,default_offer
449,default_offer
450,default_offer
451,default_offer
452,default_offer
453,default_offer
454,default_offer
455,default_offer
456,default_offer
457,default_offer
458,default_offer
459,default_offer
460,default_offer
461,default_offer
462,default_offer
463,default_offer
464,default_offer
465,default_offer
466,default_offer
467,default_offer
468,default_offer
469,default_offer
470,default_offer
471,default_offer
472,default_offer
473,default_offer
474,default_offer
475,default_offer
476,default_offer
477,default_offer
478,default_offer
479,default_offer
480,default_offer
481,default_offer
482,default_offer
483,default_offer
484,default_offer
485,default_offer
486,default_offer
487,default_offer
488,default_offer
489,default_offer
490,default_offer
491,default_offer
492,default_offer
493,default_offer
494,default_offer
495,default_offer
496,default_offer
497,default_offer
498,default_offer
499,default_offer
500,default_offer
501,default_offer
502,default_offer
503,default_offer
504,default_offer
505,default_offer
506,default_offer
507,default_offer
508,default_offer
509,default_offer
510,default_offer
511,default_offer
512,default_offer
513,default_offer
514,default_offer
515,default_offer
516,default_offer
517,default_offer
518,default_offer
519,default_offer
520,default_offer
521,default_offer
522,default_offer
523,default_offer
524,default_offer
525,default_offer
526,default_offer
527,default_offer
528,default_offer
529,default_offer
530,default_offer
531,default_offer
532,default_offer
533,default_offer
534,default_offer
535,default_offer
536,default_offer
537,default_offer
538,default_offer
539,default_offer
540,default_offer
541,default_offer
542,default_offer
543,default_offer
544,default_offer
545,default_offer
546,default_offer
547,default_offer
548,default_offer
549,default_offer
550,default_offer
551,default_offer
552,default_offer
553,default_offer
554,default_offer
555,default_offer
556,default_offer
557,default_offer
558,default_offer
559,default_offer
560,default_offer
561,default_offer
562,default_offer
563,default_offer
564,default_offer
565,default_offer
566,default_offer
567,default_offer
568,default_offer
569,default_offer
570,default_offer
571,default_offer
572,default_offer
573,default_offer
574,default_offer
575,default_offer
576,default_offer
577,default_offer
578,default_offer
579,default_offer
580,default_offer
581,default_offer
582,default_offer
583,default_offer
584,default_offer
585,default_offer
586,default_offer
587,default_offer
588,default_offer
589,default_offer
590,default_offer
591,default_offer
592,default_offer
593,default_offer
594,default_offer
595,default_offer
596,default_offer
597,default_offer
598,default_offer
599,default_offer
600,default_offer
601,default_offer
602,default_offer
603,default_offer
604,default_offer
605,default_offer
606,default_offer
607,default_offer
608,default_offer
609,default_offer
610,default_offer
611,default_offer
612,default_offer
613,default_offer
614,default_offer
615,default_offer
616,default_offer
617,default_offer
618,default_offer
619,default_offer
620,default_offer
621,default_offer
622,default_offer
623,default_offer
624,default_offer
625,default_offer
626,default_offer
627,default_offer
628,default_offer
629,default_offer
630,default_offer
631,default_offer
632,default_offer
633,default_offer
634,default_offer
635,default_offer
636,default_offer
637,default_offer
638,default_offer
639,default_offer
640,default_offer
641,default_offer
642,default_offer
643,default_offer
644,default_offer
645,default_offer
646,default_offer
647,default_offer
648,default_offer
649,default_offer
650,default_offer
651,default_offer
652,default_offer
653,default_offer
654,default_offer
655,default_offer
656,default_offer
657,default_offer
658,default_offer
659,default_offer
660,default_offer
661,default_offer
662,default_offer
663,default_offer
664,default_offer
665,default_offer
666,default_offer
667,default_offer
668,default_offer
669,default_offer
670,default_offer
671,default_offer
672,default_offer
673,default_offer
674,default_offer
675,default_offer
676,default_offer
677,default_offer
678,default_offer
679,default_offer
680,default_offer
681,default_offer
682,default_offer
683,default_offer
684,default_offer
685,default_offer
686,default_offer
687,default_offer
688,default_offer
689,default_offer
690,default_offer
691,default_offer
692,default_offer
693,default_offer
694,default_offer
695,default_offer
696,default_offer
697,default_offer
698,default_offer
699,default_offer
700,default_offer
701,default_offer
702,default_offer
703,default_offer
704,default_offer
705,default_offer
706,default_offer
707,default_offer
708,default_offer
709,default_offer
710,default_offer
711,default_offer
712,default_offer
713,default_offer
714,default_offer
715,default_offer
716,default_offer
717,default_offer
718,default_offer
719,default_offer
720,default_offer
721,default_offer
722,default_offer
723,default_offer
724,default_offer
725,default_offer
726,default_offer
727,default_offer
728,default_offer
729,default_offer
730,default_offer
731,default_offer
732,default_offer
733,default_offer
734,default_offer
735,default_offer
736,default_offer
737,default_offer
738,default_offer
739,default_offer
740,default_offer
741,default_offer
742,default_offer
743,default_offer
744,default_offer
745,default_offer
746,default_offer
747,default_offer
748,default_offer
749,default_offer
750,default_offer
751,default_offer
752,default_offer
753,default_offer
754,default_offer
755,default_offer
756,default_offer
757,default_offer
758,default_offer
759,default_offer
